AJ;1;01. Atualizacao                             ;aj0101  ;A.  Atualizacao de Informacoes Gerais       ;GERAL                                                                                                                                                                                              ;ADM;1
CS;2;02. Atualizacao Diaria                      ;cs0301  ;B.  Reporte de Mao-de-Obra                  ;CUSTO,INFORMAT                                                                                                                                                                                     ;ADM,CU0;840
CS;2;02. Atualizacao Diaria                      ;cs0303  ;C.  Atualizacao dos Precos dos Itens        ;CUSTO,INFORMAT                                                                                                                                                                                     ;ADM,CU0;841
CS;3;03. Consultas                               ;cs0601  ;A.  Familias                                ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;842
CS;3;03. Consultas                               ;cs0602  ;B.  Itens                                   ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;843
CS;3;03. Consultas                               ;cs0603  ;C.  Ordens de um Item                       ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;844
CS;3;03. Consultas                               ;cs0604  ;D.  Ordens por Data                         ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;845
CS;3;03. Consultas                               ;cs0605  ;E.  Ordens de Producao                      ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;846
CS;3;03. Consultas                               ;cs0605a ;F.  Movimento de Material                   ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;847
CS;3;03. Consultas                               ;cs0605b ;G.  Movimento de Mao-de-Obra                ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;848
CS;3;03. Consultas                               ;cs0605c ;H.  Situacao de Uma Ordem                   ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;849
CS;3;03. Consultas                               ;cs0606  ;I.  Utilizacao de Material                  ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;850
CS;3;03. Consultas                               ;cs0607  ;J.  Custos Resumido                         ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;851
CS;3;03. Consultas                               ;cs0608  ;K.  Consulta de Custo por Centro de Custo   ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;852
CS;4;04. Relatorios                              ;cs0201  ;A.  Custos Horarios                         ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;853
CS;4;04. Relatorios                              ;cs0202  ;B.  Precos Unitarios                        ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;854
CS;4;04. Relatorios                              ;cs0203  ;C.  Custos Operacoes Externas               ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;855
CS;4;04. Relatorios                              ;cs0204  ;D.  Custos Gerais                           ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;856
CS;4;04. Relatorios                              ;cs0205  ;E.  Custos Resumida                         ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;857
CS;4;04. Relatorios                              ;cs0403  ;F.  Demonstrativo Contabil Ordens de Servico;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;858
CS;4;04. Relatorios                              ;cs0501  ;G.  Comparativo de Material e Mao-de-Obra   ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;859
CS;4;04. Relatorios                              ;cs0503  ;H.  Dem.Cont. e Resumo das Ordens de Servico;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;860
CS;4;04. Relatorios                              ;cs0504  ;I.  Materiais Utilizados na Ordem de Servico;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;861
CS;4;04. Relatorios                              ;cs0507  ;J.  Demonstrativo de Custos                 ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;862
CS;4;04. Relatorios                              ;cs0206  ;K.  Custos Reais                            ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;863
CS;4;04. Relatorios                              ;cs0107  ;L.  Custos de nao Conformidade por Item     ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CU0,CU1;864
CS;5;05. Listagens de Manutencao Industrial      ;cs0508  ;A.  Despesas por Ordem                      ;GERAL                                                                                                                                                                                              ;ADM,CU0,CU1;865
CS;5;05. Listagens de Manutencao Industrial      ;cs0509  ;B.  Despesas por Conta                      ;GERAL                                                                                                                                                                                              ;ADM,CU0,CU1;866
CS;5;05. Listagens de Manutencao Industrial      ;cs0510  ;C.  Despesas por Centro de Custo            ;GERAL                                                                                                                                                                                              ;ADM,CU0,CU1;867
CS;5;05. Listagens de Manutencao Industrial      ;cs0511  ;D.  Despesas por Tipo de Manutencao         ;GERAL                                                                                                                                                                                              ;ADM,CU0,CU1;868
CS;5;05. Listagens de Manutencao Industrial      ;cs0512  ;E.  Despesas-Geral                          ;GERAL                                                                                                                                                                                              ;ADM,CU0,CU1;869
CS;5;05. Listagens de Manutencao Industrial      ;cs0513  ;F.  Orcamento de uma Manutencao             ;GERAL                                                                                                                                                                                              ;ADM,CU0,CU1;870
CS;5;05. Listagens de Manutencao Industrial      ;cs0514  ;G.  Custo Previsto de uma Manutencao        ;GERAL                                                                                                                                                                                              ;ADM,CU0,CU1;871
CS;5;05. Listagens de Manutencao Industrial      ;cs0515  ;H.  Custo do Equipamento TAG                ;GERAL                                                                                                                                                                                              ;ADM,CU0,CU1;872
CS;5;05. Listagens de Manutencao Industrial      ;cs0516  ;I.  Custo do Tag no Equipamento             ;GERAL                                                                                                                                                                                              ;ADM,CU0,CU1;873
CS;5;05. Listagens de Manutencao Industrial      ;cs0517  ;J.  Relatorio de Custos do Tag              ;GERAL                                                                                                                                                                                              ;ADM,CU0,CU1;874
CS;5;05. Listagens de Manutencao Industrial      ;cs0518  ;K.  Sumarizacao de Ordens de um Projeto     ;GERAL                                                                                                                                                                                              ;ADM,CU0,CU1;875
CT;1;01. Atualizacao de Cadastros                ;cd0101  ;A.  Parametros Globais                      ;GERAL                                                                                                                                                                                              ;ADM;876
CT;1;01. Atualizacao de Cadastros                ;cd0102  ;B.  Termos de Abertura/Encerramento         ;GERAL                                                                                                                                                                                              ;ADM,CT0;877
CT;1;01. Atualizacao de Cadastros                ;cd0103  ;C.  Cotacoes de Moedas                      ;GERAL                                                                                                                                                                                              ;ADM,CB0;878
CT;1;01. Atualizacao de Cadastros                ;cd0104  ;D.  Empresas                                ;GERAL                                                                                                                                                                                              ;ADM,CT0;879
CT;1;01. Atualizacao de Cadastros                ;ct0104  ;E.  Parametros da Contabilidade             ;GERAL                                                                                                                                                                                              ;ADM,CT0;880
CT;1;01. Atualizacao de Cadastros                ;cd0105  ;F.  Contas                                  ;GERAL                                                                                                                                                                                              ;ADM,CT0;881
CT;1;01. Atualizacao de Cadastros                ;cd0106  ;G.  Sub-Contas                              ;GERAL                                                                                                                                                                                              ;ADM,CT0;882
CT;1;01. Atualizacao de Cadastros                ;cd0107  ;H.  Contas Contabeis                        ;GERAL                                                                                                                                                                                              ;ADM,CT0;883
CT;1;01. Atualizacao de Cadastros                ;cd0913  ;I.  Historicos Padronizados                 ;GERAL                                                                                                                                                                                              ;ADM,CT0;884
CT;1;01. Atualizacao de Cadastros                ;ct0110  ;J.  Estrutura de Contas                     ;GERAL                                                                                                                                                                                              ;ADM,CT0;885
CT;1;01. Atualizacao de Cadastros                ;ct0109  ;K.  Rateios                                 ;GERAL                                                                                                                                                                                              ;ADM,CT0;886
CT;1;01. Atualizacao de Cadastros                ;ct0112  ;L.  Lancamentos-Padrao                      ;GERAL                                                                                                                                                                                              ;ADM,CT0;887
CT;1;01. Atualizacao de Cadastros                ;cd0108  ;M.  Manutencao das Contas do Sistema        ;GERAL                                                                                                                                                                                              ;ADM,CT0;888
CT;2;02. Listagem de Cadastros                   ;cd0301  ;A.  Parametros Globais                      ;GERAL                                                                                                                                                                                              ;ADM;889
CT;2;02. Listagem de Cadastros                   ;cd0302  ;B.  Termos de Abertura/Encerramento         ;GERAL                                                                                                                                                                                              ;ADM,CT0;890
CT;2;02. Listagem de Cadastros                   ;cd0303  ;C.  Cotacoes de Moedas                      ;GERAL                                                                                                                                                                                              ;ADM,CB1;891
CT;2;02. Listagem de Cadastros                   ;cd0304  ;D.  Empresas                                ;GERAL                                                                                                                                                                                              ;ADM,CT1;892
CT;2;02. Listagem de Cadastros                   ;cd0305  ;E.  Contas                                  ;GERAL                                                                                                                                                                                              ;ADM,CT1;893
CT;2;02. Listagem de Cadastros                   ;cd0306  ;F.  Sub-contas                              ;GERAL                                                                                                                                                                                              ;ADM,CT1;894
CT;2;02. Listagem de Cadastros                   ;cd0307  ;G.  Plano de Contas                         ;GERAL                                                                                                                                                                                              ;ADM,CT1;895
CT;2;02. Listagem de Cadastros                   ;cd1013  ;H.  Historicos Padronizados                 ;GERAL                                                                                                                                                                                              ;ADM,CT1;896
CT;2;02. Listagem de Cadastros                   ;ct0210  ;I.  Estrutura de Contas                     ;GERAL                                                                                                                                                                                              ;ADM,CT0;897
CT;2;02. Listagem de Cadastros                   ;ct0209  ;J.  Rateios                                 ;GERAL                                                                                                                                                                                              ;ADM,CT0;898
CT;2;02. Listagem de Cadastros                   ;ct0212  ;K.  Lancamentos Padroes                     ;GERAL                                                                                                                                                                                              ;ADM,CT0;899
CT;3;03. Movimentacao de Transacoes              ;ct0301  ;A.  Movimentacao Contabil por Lotes         ;GERAL                                                                                                                                                                                              ;ADM,CT0;900
CT;3;03. Movimentacao de Transacoes              ;ct0302  ;B.  Movimentacao por Lancamentos Padroes    ;GERAL                                                                                                                                                                                              ;ADM,CT0;901
CT;3;03. Movimentacao de Transacoes              ;ct0303  ;C.  Listagem do Movimento Pendente          ;GERAL                                                                                                                                                                                              ;ADM,CT0;902
CT;3;03. Movimentacao de Transacoes              ;ct0304  ;D.  Cancelamento de Lancamentos             ;GERAL                                                                                                                                                                                              ;ADM,CT0;903
CT;3;03. Movimentacao de Transacoes              ;ct0305  ;E.  Atualizacao de Movto. de Outros Modulos ;GERAL                                                                                                                                                                                              ;ADM,CT0;904
CT;4;04. Relatorios Mensais de Verificacao       ;ct0401  ;A.  Emissao do Balancete                    ;GERAL                                                                                                                                                                                              ;ADM,CT0,CT1;905
CT;4;04. Relatorios Mensais de Verificacao       ;ct0402  ;B.  Emissao do Razao                        ;GERAL                                                                                                                                                                                              ;ADM,CT0,CT1;906
CT;4;04. Relatorios Mensais de Verificacao       ;ct0403  ;C.  Emissao do Diario                       ;GERAL                                                                                                                                                                                              ;ADM,CT0,CT1;907
CT;4;04. Relatorios Mensais de Verificacao       ;cd0926  ;D.  Grava Arq. Para o Fisco (NORMATIVA 68)  ;GERAL                                                                                                                                                                                              ;ADM,CT0;908
CT;4;04. Relatorios Mensais de Verificacao       ;cd4406  ;E.  Grava arq. para o Fisco (NORMATIVA 86)  ;CONTAB,INFORMAT                                                                                                                                                                                    ;ADM,CT0;909
CT;5;05. Habilitacao/Encerramento de Periodos    ;ct0501  ;A.  Habilitacao de Novo Periodo             ;GERAL                                                                                                                                                                                              ;ADM,CT0;910
CT;5;05. Habilitacao/Encerramento de Periodos    ;ct0502  ;B.  Atualizacao do Movimento de Rateios     ;GERAL                                                                                                                                                                                              ;ADM,CT0;911
CT;5;05. Habilitacao/Encerramento de Periodos    ;ct0401  ;C.  Emissao do Balancete                    ;GERAL                                                                                                                                                                                              ;ADM,CT0,CT1;912
CT;5;05. Habilitacao/Encerramento de Periodos    ;ct0402  ;D.  Emissao do Razao                        ;GERAL                                                                                                                                                                                              ;ADM,CT0,CT1;913
CT;5;05. Habilitacao/Encerramento de Periodos    ;ct0403  ;E.  Emissao do Diario                       ;GERAL                                                                                                                                                                                              ;ADM,CT0,CT1;914
CT;5;05. Habilitacao/Encerramento de Periodos    ;ct0506  ;F.  Conversao para Outras Moedas            ;GERAL                                                                                                                                                                                              ;ADM,CT0;915
CT;5;05. Habilitacao/Encerramento de Periodos    ;ct0507  ;G.  Emissao de Demonstrativos               ;GERAL                                                                                                                                                                                              ;ADM,CT0;916
CT;5;05. Habilitacao/Encerramento de Periodos    ;ct0508  ;H.  Demonstrativo de Variacoes              ;GERAL                                                                                                                                                                                              ;ADM,CT0;917
CT;5;05. Habilitacao/Encerramento de Periodos    ;ct0509  ;I.  Movimento/Orcamento do Exercicio        ;GERAL                                                                                                                                                                                              ;ADM,CT0;918
CT;5;05. Habilitacao/Encerramento de Periodos    ;ct0510  ;J.  Comparativo Orcamentario                ;GERAL                                                                                                                                                                                              ;ADM,CT0;919
CT;5;05. Habilitacao/Encerramento de Periodos    ;ct0513  ;K.  Encerramento do Periodo                 ;GERAL                                                                                                                                                                                              ;ADM,CT0;920
CT;5;05. Habilitacao/Encerramento de Periodos    ;ct0514  ;L.  Congela/Descongela o Periodo            ;GERAL                                                                                                                                                                                              ;ADM,CT0;921
CT;6;06. Encerramento de Exercicios              ;ct0502  ;A.  Atualizacao do Movimento de Rateios     ;GERAL                                                                                                                                                                                              ;ADM,CT0;922
CT;6;06. Encerramento de Exercicios              ;ct0602  ;B.  Apuracao de Lucros e Perdas             ;GERAL                                                                                                                                                                                              ;ADM,CT0;923
CT;6;06. Encerramento de Exercicios              ;ct0401  ;C.  Emissao do Balancete                    ;GERAL                                                                                                                                                                                              ;ADM,CT0,CT1;924
CT;6;06. Encerramento de Exercicios              ;ct0402  ;D.  Emissao do Razao                        ;GERAL                                                                                                                                                                                              ;ADM,CT0,CT1;925
CT;6;06. Encerramento de Exercicios              ;ct0403  ;E.  Emissao do Diario                       ;GERAL                                                                                                                                                                                              ;ADM,CT0,CT1;926
CT;6;06. Encerramento de Exercicios              ;ct0506  ;F.  Conversao para Outras Moedas            ;GERAL                                                                                                                                                                                              ;ADM,CT0;927
CT;6;06. Encerramento de Exercicios              ;ct0507  ;G.  Emissao de Demonstrativos               ;GERAL                                                                                                                                                                                              ;ADM,CT0;928
CT;6;06. Encerramento de Exercicios              ;ct0513  ;H.  Encerramento do Periodo 12              ;GERAL                                                                                                                                                                                              ;ADM,CT0;929
CT;6;06. Encerramento de Exercicios              ;ct0613  ;I.  Encerramento do Exercicio               ;GERAL                                                                                                                                                                                              ;ADM,CT0;930
CT;7;07. Consultas                               ;ct0703  ;A.  Demonstrativos para Consulta            ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CT0,CT1;931
CT;7;07. Consultas                               ;ct0701  ;B.  Saldos de Contas Contabeis              ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CT0,CT1;932
CT;7;07. Consultas                               ;ct0702  ;C.  Movimentos                              ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CT0,CT1;933
CT;7;07. Consultas                               ;ct0704  ;D.  Orcamentos                              ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CT0,CT1;934
CT;8;08. Orcamentos                              ;ct0114  ;A.  Cadastro de Orcamentos                  ;GERAL                                                                                                                                                                                              ;ADM,CT0;935
CT;8;08. Orcamentos                              ;ct0509  ;B.  Movimento/Orcamento do Exercicio        ;GERAL                                                                                                                                                                                              ;ADM,CT0;936
CT;8;08. Orcamentos                              ;ct0510  ;C.  Comparativo Orcamentario                ;GERAL                                                                                                                                                                                              ;ADM,CT0;937
CT;8;08. Orcamentos                              ;ct0704  ;D.  Consulta de Orcamentos                  ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CT0,CT1;938
CT;9;09. Demonstrativos                          ;ct0111  ;A.  Atualizacao dos Demonstrativos          ;GERAL                                                                                                                                                                                              ;ADM,CT0;939
CT;9;09. Demonstrativos                          ;ct0113  ;B.  Atualizacao dos Demonstrativos de Video ;GERAL                                                                                                                                                                                              ;ADM,CT0;940
CT;9;09. Demonstrativos                          ;ct0211  ;C.  Listagem dos Demonstrativos             ;GERAL                                                                                                                                                                                              ;ADM,CT0;941
CT;9;09. Demonstrativos                          ;ct0507  ;D.  Demonstrativos Contabeis                ;GERAL                                                                                                                                                                                              ;ADM,CT0;942
CT;9;09. Demonstrativos                          ;ct0508  ;E.  Demonstrativos de Variacoes             ;GERAL                                                                                                                                                                                              ;ADM,CT0;943
CT;9;09. Demonstrativos                          ;ct0509  ;F.  Movimentos/Orcamentos do Exercicio      ;GERAL                                                                                                                                                                                              ;ADM,CT0;944
CT;9;09. Demonstrativos                          ;ct0510  ;G.  Comparativo Orcamentario                ;GERAL                                                                                                                                                                                              ;ADM,CT0;945
CT;9;09. Demonstrativos                          ;ct0703  ;H.  Consulta de Demonstrativos              ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,CT0,CT1;946
CT;10;10. Importacao de Dados                     ;cd1303  ;A.  Importacao de Contas                    ;GERAL                                                                                                                                                                                              ;ADM;947
CT;10;10. Importacao de Dados                     ;cd1304  ;B.  Importacao de Contas Contabeis          ;GERAL                                                                                                                                                                                              ;ADM;948
CT;10;10. Importacao de Dados                     ;cd1305  ;C.  Importacao de saldos                    ;GERAL                                                                                                                                                                                              ;ADM;949
CT;10;10. Importacao de Dados                     ;cd1306  ;D.  Importacao de Sub-contas                ;GERAL                                                                                                                                                                                              ;ADM;950
CT;11;11. Esporadicos                             ;ct0306  ;A.  Recalc.dos Saldos das Contas Contabeis  ;GERAL                                                                                                                                                                                              ;ADM,CT0;951
EC;1;01. Especificos Contabilidade - Listagens   ;esct001 ;A.  Geracao Arquivo Balancete para a Matriz ;INFORMAT                                                                                                                                                                                           ;ADM;952
EC;1;01. Especificos Contabilidade - Listagens   ;esct002 ;B.  Geracao Arquivo Diario para a Matriz    ;INFORMAT                                                                                                                                                                                           ;ADM;953
EC;1;01. Especificos Contabilidade - Listagens   ;esct003 ;C.  Manutencao Contas Destino no Rateio     ;INFORMAT                                                                                                                                                                                           ;ADM;954
EC;1;01. Especificos Contabilidade - Listagens   ;esct005 ;D.  Manutencao Centro de Custo para Rateio  ;INFORMAT                                                                                                                                                                                           ;ADM;955
EC;1;01. Especificos Contabilidade - Listagens   ;esct006 ;E.  Listagem Itens com Lucro/Prejuizo Venda ;CONTAB                                                                                                                                                                                             ;ADM,EC0;956
EE;1;01. Especificos Estoque - Manutencao        ;esce016 ;A.  Manutencao do Inventario da Expedicao   ;EXPEDIC,antoniog,carla,elaine,leonardo,labreu,CUSTO,carmen,aldo,levione,INFORMAT                                                                                                                   ;ADM,EE0;957
EE;1;01. Especificos Estoque - Manutencao        ;esce025 ;B.  Geracao Arquivo de Estoque da CRI       ;INFORMAT                                                                                                                                                                                           ;ADM;958
EE;1;01. Especificos Estoque - Manutencao        ;esce026 ;C.  Importacao Arquivo de Estoque da CRI    ;INFORMAT                                                                                                                                                                                           ;ADM;959
EE;1;01. Especificos Estoque - Manutencao        ;espd048 ;D.  Manutencao Suspensao/Ativacao de Reserva;janete,diley,jackson,tereza,cida,dilceia,walter,aldo,INFORMAT                                                                                                                                      ;ADM,EE0;960
EE;2;02. Especificos Estoque - Listagens I       ;esce002 ;A.  Listagem Movimento Estoque por Produto  ;GERAL                                                                                                                                                                                              ;ADM,EE1;961
EE;2;02. Especificos Estoque - Listagens I       ;esce001 ;B.  Listagem Requisicao/Devolucao de Estoque;GERAL                                                                                                                                                                                              ;ADM,EE1;962
EE;2;02. Especificos Estoque - Listagens I       ;esce007 ;C.  Listagem Estoque Atual por Familia      ;GERAL                                                                                                                                                                                              ;ADM,EE1;963
EE;2;02. Especificos Estoque - Listagens I       ;esce009 ;D.  Listagem Estoque Atual/Disponiv por Item;GERAL                                                                                                                                                                                              ;ADM,EE1;964
EE;2;02. Especificos Estoque - Listagens I       ;esce010 ;E.  Listagem Estoque Atual Familia/Qualidade;GERAL                                                                                                                                                                                              ;ADM,EE1;965
EE;2;02. Especificos Estoque - Listagens I       ;esce012 ;F.  Listagem Estoque Ult.Fechamento por Fam.;CUSTO,INFORMAT                                                                                                                                                                                     ;ADM,EE1;966
EE;2;02. Especificos Estoque - Listagens I       ;esce017 ;G.  Listagem Conferencia do Inventario      ;antoniog,inalda,jackson,elaine,leonardo,labreu,aldo,levione,CUSTO,augusto,INFORMAT                                                                                                                 ;ADM,EE1;967
EE;2;02. Especificos Estoque - Listagens I       ;esce018 ;H.  Listagem Inventario por Item/Referencia ;antoniog,inalda,carla,elaine,leonardo,labreu,CUSTO,carmen,jackson,INFORMAT                                                                                                                         ;ADM,EE1;968
EE;2;02. Especificos Estoque - Listagens I       ;esce023 ;I.  Listagem Saidas Mercadorias no Estoque  ;INFORMAT                                                                                                                                                                                           ;ADM,EE1;969
EE;2;02. Especificos Estoque - Listagens I       ;esce019 ;J.  Listagem Estoque Disponivel por Familia ;VENDA,EXPEDIC,INFORMAT                                                                                                                                                                             ;ADM,EE1;970
EE;2;02. Especificos Estoque - Listagens I       ;esce020 ;K.  Listagem Estoque Disponivel por Item    ;GERAL                                                                                                                                                                                              ;ADM,EE1;971
EE;2;02. Especificos Estoque - Listagens I       ;esce021 ;L.  Listagem Estoque Inicial do Fechamento  ;INFORMAT                                                                                                                                                                                           ;ADM,EE1;972
EE;2;02. Especificos Estoque - Listagens I       ;esce022 ;M.  Listagem Consumo por Grupo de Estoque   ;INFORMAT                                                                                                                                                                                           ;ADM,EE1;973
EE;3;03. Especificos Estoque - Listagens II      ;esce024 ;A.  Listagem Saldo Fisico Atual por Item    ;ESTOQUE,carmen,INFORMAT                                                                                                                                                                            ;ADM,EE1;974
EE;3;03. Especificos Estoque - Listagens II      ;esce038 ;B.  Listagem Saldo Fisico/Previsao Entrega  ;INFORMAT,agrimald                                                                                                                                                                                  ;ADM,EE1;975
EE;3;03. Especificos Estoque - Listagens II      ;escp002 ;C.  Listagem Quantidade Reservada OP/Item   ;GERAL                                                                                                                                                                                              ;ADM,EE1;976
EE;3;03. Especificos Estoque - Listagens II      ;esce027 ;D.  Listagem Movimento Estoque p/Depos/Espec;GERAL                                                                                                                                                                                              ;ADM,EE1;977
EE;3;03. Especificos Estoque - Listagens II      ;esce028 ;E.  Listagem Estoque Ult.Preco Med. por Fam.;INFORMAT                                                                                                                                                                                           ;ADM,EE1;978
EE;3;03. Especificos Estoque - Listagens II      ;esce033 ;F.  Listagem Movimento Estoque por Conta    ;INFORMAT                                                                                                                                                                                           ;ADM,EE1;979
EE;3;03. Especificos Estoque - Listagens II      ;esce045 ;G.  Listagem Movimento Estoque por C.Custo  ;*                                                                                                                                                                                                  ;ADM,EE1;980
EE;3;03. Especificos Estoque - Listagens II      ;esce041 ;H.  Listagem Acompanhamento Entrada x Reserv;INFORMAT                                                                                                                                                                                           ;ADM,EE1;981
EE;3;03. Especificos Estoque - Listagens II      ;esce042 ;I.  Listagem Razao Resumido Estoque Familia ;INFORMAT                                                                                                                                                                                           ;ADM,EE1;982
EE;3;03. Especificos Estoque - Listagens II      ;esce040 ;J.  Listagem Itens sem movimento ha x dias  ;INFORMAT                                                                                                                                                                                           ;ADM,EE1;983
